,height,width,xmin,ymin,xmax,ymax,label
202.png,35.0,23.0,179.0,56.0,202.0,91.0,5.0
203.png,39.0,20.0,69.0,30.0,89.0,69.0,2.0
203.png,39.0,16.0,86.0,22.0,102.0,61.0,4.0
203.png,39.0,20.0,97.0,9.0,117.0,48.0,1.0
204.png,22.0,12.0,32.0,4.0,44.0,26.0,4.0
205.png,24.0,12.0,28.0,7.0,40.0,31.0,4.0
205.png,24.0,9.0,37.0,8.0,46.0,32.0,9.0
206.png,30.0,15.0,223.0,96.0,238.0,126.0,4.0
206.png,30.0,15.0,238.0,91.0,253.0,121.0,9.0
207.png,79.0,40.0,118.0,35.0,158.0,114.0,1.0
207.png,79.0,40.0,148.0,34.0,188.0,113.0,1.0
207.png,79.0,43.0,180.0,34.0,223.0,113.0,1.0
208.png,18.0,10.0,24.0,3.0,34.0,21.0,9.0
209.png,35.0,9.0,42.0,9.0,51.0,44.0,1.0
209.png,35.0,16.0,53.0,2.0,69.0,37.0,8.0
209.png,35.0,16.0,72.0,11.0,88.0,46.0,8.0
210.png,39.0,20.0,46.0,8.0,66.0,47.0,2.0
210.png,39.0,21.0,68.0,10.0,89.0,49.0,6.0
211.png,18.0,10.0,19.0,2.0,29.0,20.0,2.0
211.png,18.0,8.0,35.0,2.0,43.0,20.0,7.0
212.png,29.0,11.0,43.0,13.0,54.0,42.0,2.0
212.png,29.0,7.0,55.0,13.0,62.0,42.0,9.0
213.png,52.0,19.0,59.0,4.0,78.0,56.0,1.0
214.png,24.0,13.0,32.0,3.0,45.0,27.0,8.0
215.png,31.0,23.0,43.0,7.0,66.0,38.0,3.0
215.png,31.0,22.0,66.0,9.0,88.0,40.0,10.0
215.png,31.0,25.0,89.0,10.0,114.0,41.0,2.0
216.png,35.0,27.0,63.0,13.0,90.0,48.0,2.0
216.png,35.0,28.0,91.0,23.0,119.0,58.0,8.0
216.png,35.0,25.0,119.0,34.0,144.0,69.0,10.0
217.png,37.0,23.0,50.0,12.0,73.0,49.0,2.0
218.png,19.0,6.0,21.0,4.0,27.0,23.0,1.0
218.png,19.0,9.0,27.0,2.0,36.0,21.0,8.0
219.png,66.0,48.0,82.0,52.0,130.0,118.0,3.0
219.png,66.0,37.0,115.0,35.0,152.0,101.0,2.0
219.png,66.0,33.0,137.0,19.0,170.0,85.0,8.0
220.png,55.0,27.0,47.0,4.0,74.0,59.0,5.0
220.png,55.0,24.0,72.0,5.0,96.0,60.0,1.0
221.png,25.0,8.0,25.0,4.0,33.0,29.0,1.0
221.png,25.0,12.0,34.0,5.0,46.0,30.0,5.0
221.png,25.0,11.0,46.0,6.0,57.0,31.0,7.0
222.png,19.0,9.0,23.0,4.0,32.0,23.0,2.0
223.png,20.0,9.0,23.0,4.0,32.0,24.0,1.0
223.png,20.0,8.0,33.0,4.0,41.0,24.0,9.0
223.png,20.0,10.0,41.0,3.0,51.0,23.0,10.0
224.png,41.0,18.0,48.0,14.0,66.0,55.0,6.0
224.png,41.0,20.0,66.0,15.0,86.0,56.0,8.0
225.png,22.0,10.0,41.0,10.0,51.0,32.0,2.0
226.png,22.0,5.0,23.0,6.0,28.0,28.0,1.0
226.png,22.0,11.0,28.0,5.0,39.0,27.0,3.0
226.png,22.0,11.0,39.0,4.0,50.0,26.0,6.0
227.png,16.0,5.0,22.0,5.0,27.0,21.0,1.0
228.png,32.0,16.0,59.0,13.0,75.0,45.0,1.0
228.png,32.0,8.0,73.0,13.0,81.0,45.0,1.0
228.png,32.0,11.0,80.0,12.0,91.0,44.0,1.0
229.png,15.0,9.0,19.0,5.0,28.0,20.0,7.0
229.png,15.0,9.0,27.0,5.0,36.0,20.0,2.0
230.png,42.0,23.0,44.0,5.0,67.0,47.0,3.0
231.png,27.0,6.0,38.0,12.0,44.0,39.0,1.0
231.png,27.0,9.0,45.0,12.0,54.0,39.0,4.0
231.png,27.0,9.0,56.0,11.0,65.0,38.0,4.0
232.png,24.0,6.0,30.0,8.0,36.0,32.0,1.0
232.png,24.0,9.0,36.0,8.0,45.0,32.0,10.0
233.png,31.0,18.0,35.0,11.0,53.0,42.0,1.0
233.png,31.0,15.0,56.0,10.0,71.0,41.0,3.0
233.png,31.0,13.0,75.0,11.0,88.0,42.0,5.0
233.png,31.0,15.0,92.0,9.0,107.0,40.0,8.0
234.png,20.0,11.0,44.0,12.0,55.0,32.0,8.0
234.png,20.0,12.0,52.0,10.0,64.0,30.0,4.0
235.png,33.0,16.0,39.0,9.0,55.0,42.0,2.0
235.png,33.0,9.0,56.0,11.0,65.0,44.0,1.0
235.png,33.0,13.0,65.0,11.0,78.0,44.0,10.0
236.png,40.0,13.0,63.0,19.0,76.0,59.0,1.0
236.png,40.0,11.0,75.0,18.0,86.0,58.0,1.0
236.png,40.0,21.0,83.0,18.0,104.0,58.0,4.0
237.png,26.0,12.0,142.0,50.0,154.0,76.0,1.0
237.png,26.0,11.0,152.0,48.0,163.0,74.0,9.0
237.png,26.0,13.0,159.0,45.0,172.0,71.0,3.0
238.png,22.0,17.0,30.0,8.0,47.0,30.0,7.0
238.png,22.0,17.0,47.0,8.0,64.0,30.0,7.0
239.png,20.0,8.0,22.0,2.0,30.0,22.0,1.0
239.png,20.0,6.0,31.0,3.0,37.0,23.0,4.0
239.png,20.0,12.0,39.0,2.0,51.0,22.0,10.0
240.png,39.0,20.0,127.0,41.0,147.0,80.0,3.0
240.png,39.0,26.0,140.0,41.0,166.0,80.0,9.0
241.png,14.0,4.0,15.0,3.0,19.0,17.0,1.0
241.png,14.0,7.0,21.0,4.0,28.0,18.0,5.0
242.png,23.0,14.0,23.0,6.0,37.0,29.0,1.0
242.png,23.0,13.0,37.0,5.0,50.0,28.0,5.0
243.png,13.0,6.0,28.0,7.0,34.0,20.0,2.0
243.png,13.0,8.0,35.0,6.0,43.0,19.0,3.0
243.png,13.0,8.0,42.0,6.0,50.0,19.0,6.0
243.png,13.0,8.0,52.0,7.0,60.0,20.0,3.0
244.png,27.0,6.0,34.0,11.0,40.0,38.0,1.0
244.png,27.0,12.0,42.0,8.0,54.0,35.0,5.0
245.png,22.0,14.0,29.0,8.0,43.0,30.0,3.0
245.png,22.0,13.0,42.0,9.0,55.0,31.0,8.0
246.png,40.0,23.0,63.0,16.0,86.0,56.0,5.0
246.png,40.0,16.0,86.0,20.0,102.0,60.0,1.0
247.png,16.0,11.0,13.0,1.0,24.0,17.0,2.0
248.png,22.0,16.0,23.0,4.0,39.0,26.0,7.0
249.png,27.0,10.0,30.0,5.0,40.0,32.0,1.0
249.png,27.0,11.0,38.0,4.0,49.0,31.0,10.0
250.png,20.0,8.0,24.0,3.0,32.0,23.0,7.0
250.png,20.0,9.0,32.0,5.0,41.0,25.0,8.0
251.png,82.0,37.0,70.0,7.0,107.0,89.0,7.0
251.png,82.0,36.0,106.0,9.0,142.0,91.0,6.0
252.png,34.0,16.0,-1.0,26.0,15.0,60.0,3.0
252.png,34.0,24.0,12.0,17.0,36.0,51.0,7.0
252.png,34.0,29.0,34.0,6.0,63.0,40.0,10.0
253.png,33.0,13.0,35.0,12.0,48.0,45.0,1.0
253.png,33.0,12.0,46.0,7.0,58.0,40.0,9.0
254.png,32.0,18.0,30.0,5.0,48.0,37.0,3.0
254.png,32.0,18.0,47.0,4.0,65.0,36.0,5.0
255.png,55.0,34.0,55.0,8.0,89.0,63.0,9.0
255.png,55.0,37.0,82.0,8.0,119.0,63.0,3.0
256.png,33.0,20.0,31.0,2.0,51.0,35.0,2.0
256.png,33.0,18.0,50.0,3.0,68.0,36.0,8.0
257.png,41.0,17.0,80.0,30.0,97.0,71.0,1.0
257.png,41.0,15.0,103.0,35.0,118.0,76.0,1.0
258.png,60.0,34.0,45.0,1.0,79.0,61.0,5.0
258.png,60.0,33.0,78.0,3.0,111.0,63.0,6.0
259.png,30.0,19.0,51.0,14.0,70.0,44.0,5.0
260.png,20.0,13.0,2.0,2.0,15.0,22.0,3.0
260.png,20.0,17.0,18.0,2.0,35.0,22.0,6.0
261.png,16.0,4.0,15.0,1.0,19.0,17.0,1.0
261.png,16.0,6.0,18.0,1.0,24.0,17.0,4.0
262.png,44.0,18.0,61.0,23.0,79.0,67.0,2.0
262.png,44.0,23.0,78.0,25.0,101.0,69.0,4.0
262.png,46.0,20.0,59.0,26.0,79.0,72.0,1.0
263.png,38.0,15.0,46.0,14.0,61.0,52.0,7.0
263.png,38.0,10.0,62.0,14.0,72.0,52.0,1.0
264.png,28.0,16.0,27.0,5.0,43.0,33.0,2.0
264.png,28.0,11.0,44.0,6.0,55.0,34.0,1.0
264.png,28.0,12.0,57.0,3.0,69.0,31.0,9.0
264.png,28.0,16.0,67.0,5.0,83.0,33.0,10.0
265.png,45.0,25.0,46.0,10.0,71.0,55.0,7.0
265.png,45.0,25.0,70.0,7.0,95.0,52.0,6.0
266.png,89.0,54.0,125.0,27.0,179.0,116.0,5.0
266.png,89.0,50.0,173.0,26.0,223.0,115.0,10.0
267.png,54.0,20.0,3.0,9.0,23.0,63.0,2.0
267.png,54.0,18.0,33.0,11.0,51.0,65.0,1.0
268.png,24.0,8.0,34.0,12.0,42.0,36.0,6.0
269.png,32.0,16.0,33.0,7.0,49.0,39.0,3.0
269.png,32.0,17.0,52.0,5.0,69.0,37.0,5.0
269.png,32.0,20.0,68.0,6.0,88.0,38.0,3.0
270.png,30.0,12.0,25.0,3.0,37.0,33.0,2.0
270.png,30.0,10.0,37.0,2.0,47.0,32.0,5.0
270.png,30.0,13.0,51.0,1.0,64.0,31.0,5.0
271.png,24.0,8.0,18.0,1.0,26.0,25.0,1.0
271.png,24.0,11.0,26.0,1.0,37.0,25.0,9.0
272.png,35.0,11.0,44.0,7.0,55.0,42.0,4.0
272.png,35.0,8.0,57.0,6.0,65.0,41.0,6.0
272.png,35.0,15.0,69.0,4.0,84.0,39.0,4.0
273.png,27.0,18.0,31.0,8.0,49.0,35.0,9.0
274.png,28.0,9.0,28.0,3.0,37.0,31.0,1.0
274.png,28.0,13.0,36.0,3.0,49.0,31.0,6.0
274.png,28.0,13.0,47.0,4.0,60.0,32.0,6.0
275.png,22.0,16.0,27.0,4.0,43.0,26.0,2.0
275.png,22.0,20.0,41.0,4.0,61.0,26.0,5.0
276.png,17.0,9.0,26.0,11.0,35.0,28.0,1.0
276.png,17.0,7.0,35.0,13.0,42.0,30.0,7.0
276.png,17.0,13.0,42.0,10.0,55.0,27.0,8.0
277.png,17.0,6.0,29.0,6.0,35.0,23.0,5.0
277.png,17.0,7.0,33.0,6.0,40.0,23.0,7.0
278.png,23.0,14.0,84.0,24.0,98.0,47.0,1.0
278.png,23.0,15.0,95.0,31.0,110.0,54.0,4.0
279.png,34.0,10.0,34.0,5.0,44.0,39.0,1.0
279.png,34.0,10.0,44.0,5.0,54.0,39.0,1.0
280.png,16.0,10.0,23.0,5.0,33.0,21.0,1.0
281.png,24.0,9.0,22.0,2.0,31.0,26.0,2.0
281.png,24.0,10.0,31.0,1.0,41.0,25.0,9.0
282.png,18.0,11.0,21.0,3.0,32.0,21.0,3.0
282.png,18.0,10.0,32.0,3.0,42.0,21.0,7.0
283.png,27.0,9.0,142.0,53.0,151.0,80.0,1.0
283.png,27.0,9.0,148.0,49.0,157.0,76.0,1.0
283.png,27.0,12.0,155.0,49.0,167.0,76.0,3.0
284.png,12.0,5.0,21.0,7.0,26.0,19.0,1.0
284.png,12.0,6.0,27.0,6.0,33.0,18.0,1.0
285.png,32.0,11.0,45.0,11.0,56.0,43.0,6.0
285.png,32.0,7.0,57.0,12.0,64.0,44.0,1.0
286.png,38.0,14.0,57.0,14.0,71.0,52.0,1.0
286.png,38.0,20.0,72.0,15.0,92.0,53.0,3.0
287.png,36.0,17.0,41.0,8.0,58.0,44.0,4.0
287.png,36.0,10.0,60.0,10.0,70.0,46.0,1.0
288.png,36.0,20.0,90.0,25.0,110.0,61.0,2.0
288.png,36.0,25.0,109.0,25.0,134.0,61.0,9.0
288.png,36.0,20.0,131.0,24.0,151.0,60.0,2.0
289.png,30.0,9.0,49.0,16.0,58.0,46.0,1.0
289.png,30.0,8.0,56.0,17.0,64.0,47.0,1.0
290.png,46.0,15.0,74.0,18.0,89.0,64.0,1.0
290.png,46.0,16.0,93.0,17.0,109.0,63.0,1.0
291.png,16.0,9.0,19.0,5.0,28.0,21.0,6.0
291.png,16.0,8.0,28.0,6.0,36.0,22.0,10.0
291.png,16.0,7.0,36.0,6.0,43.0,22.0,8.0
292.png,56.0,30.0,48.0,4.0,78.0,60.0,4.0
293.png,26.0,7.0,28.0,4.0,35.0,30.0,7.0
293.png,26.0,10.0,36.0,2.0,46.0,28.0,4.0
294.png,46.0,10.0,52.0,4.0,62.0,50.0,1.0
294.png,46.0,21.0,69.0,4.0,90.0,50.0,10.0
294.png,46.0,16.0,94.0,2.0,110.0,48.0,4.0
295.png,22.0,11.0,19.0,1.0,30.0,23.0,1.0
295.png,22.0,11.0,32.0,2.0,43.0,24.0,1.0
296.png,19.0,12.0,46.0,15.0,58.0,34.0,3.0
296.png,19.0,12.0,58.0,15.0,70.0,34.0,3.0
297.png,55.0,33.0,78.0,19.0,111.0,74.0,6.0
297.png,55.0,41.0,111.0,20.0,152.0,75.0,10.0
298.png,13.0,5.0,27.0,6.0,32.0,19.0,1.0
298.png,13.0,8.0,32.0,5.0,40.0,18.0,5.0
298.png,13.0,7.0,39.0,5.0,46.0,18.0,1.0
299.png,15.0,9.0,26.0,6.0,35.0,21.0,7.0
299.png,15.0,7.0,37.0,6.0,44.0,21.0,9.0
300.png,55.0,33.0,85.0,24.0,118.0,79.0,9.0
301.png,17.0,9.0,16.0,1.0,25.0,18.0,6.0
302.png,31.0,11.0,32.0,8.0,43.0,39.0,5.0
302.png,31.0,14.0,43.0,6.0,57.0,37.0,10.0
303.png,22.0,15.0,25.0,4.0,40.0,26.0,2.0
303.png,22.0,13.0,36.0,4.0,49.0,26.0,3.0
304.png,28.0,13.0,25.0,5.0,38.0,33.0,1.0
304.png,28.0,16.0,35.0,5.0,51.0,33.0,7.0
305.png,15.0,4.0,24.0,7.0,28.0,22.0,1.0
305.png,15.0,5.0,30.0,7.0,35.0,22.0,5.0
305.png,15.0,8.0,36.0,6.0,44.0,21.0,3.0
306.png,36.0,18.0,44.0,13.0,62.0,49.0,8.0
306.png,36.0,16.0,62.0,8.0,78.0,44.0,7.0
307.png,89.0,50.0,85.0,9.0,135.0,98.0,2.0
307.png,89.0,49.0,135.0,14.0,184.0,103.0,3.0
308.png,29.0,17.0,56.0,19.0,73.0,48.0,2.0
308.png,29.0,14.0,74.0,17.0,88.0,46.0,1.0
308.png,29.0,17.0,88.0,13.0,105.0,42.0,8.0
309.png,22.0,11.0,45.0,18.0,56.0,40.0,1.0
309.png,22.0,10.0,53.0,17.0,63.0,39.0,2.0
309.png,22.0,11.0,60.0,16.0,71.0,38.0,4.0
310.png,20.0,13.0,19.0,4.0,32.0,24.0,6.0
310.png,20.0,12.0,32.0,3.0,44.0,23.0,8.0
311.png,43.0,15.0,35.0,4.0,50.0,47.0,1.0
311.png,43.0,27.0,49.0,1.0,76.0,44.0,3.0
312.png,25.0,11.0,24.0,7.0,35.0,32.0,1.0
312.png,25.0,15.0,36.0,7.0,51.0,32.0,2.0
313.png,14.0,7.0,11.0,3.0,18.0,17.0,1.0
313.png,14.0,5.0,19.0,2.0,24.0,16.0,4.0
314.png,32.0,16.0,35.0,4.0,51.0,36.0,4.0
314.png,32.0,15.0,50.0,2.0,65.0,34.0,8.0
315.png,17.0,7.0,17.0,1.0,24.0,18.0,4.0
315.png,17.0,6.0,24.0,1.0,30.0,18.0,2.0
315.png,17.0,4.0,31.0,1.0,35.0,18.0,1.0
316.png,48.0,27.0,52.0,12.0,79.0,60.0,2.0
316.png,48.0,31.0,79.0,9.0,110.0,57.0,5.0
317.png,17.0,6.0,15.0,1.0,21.0,18.0,4.0
317.png,17.0,7.0,20.0,1.0,27.0,18.0,4.0
318.png,26.0,8.0,19.0,1.0,27.0,27.0,1.0
318.png,26.0,12.0,29.0,1.0,41.0,27.0,7.0
318.png,26.0,9.0,41.0,3.0,50.0,29.0,1.0
319.png,55.0,41.0,92.0,21.0,133.0,76.0,6.0
319.png,55.0,38.0,131.0,35.0,169.0,90.0,8.0
320.png,38.0,21.0,35.0,9.0,56.0,47.0,7.0
320.png,38.0,17.0,54.0,7.0,71.0,45.0,3.0
321.png,18.0,16.0,157.0,34.0,173.0,52.0,4.0
321.png,18.0,16.0,172.0,34.0,188.0,52.0,10.0
321.png,18.0,14.0,189.0,31.0,203.0,49.0,5.0
322.png,27.0,12.0,26.0,5.0,38.0,32.0,3.0
322.png,27.0,9.0,37.0,4.0,46.0,31.0,1.0
323.png,57.0,31.0,59.0,10.0,90.0,67.0,4.0
323.png,57.0,23.0,85.0,9.0,108.0,66.0,1.0
324.png,39.0,22.0,40.0,5.0,62.0,44.0,2.0
324.png,39.0,25.0,65.0,7.0,90.0,46.0,6.0
324.png,39.0,26.0,87.0,6.0,113.0,45.0,6.0
325.png,26.0,15.0,62.0,34.0,77.0,60.0,4.0
325.png,26.0,12.0,76.0,28.0,88.0,54.0,5.0
325.png,26.0,17.0,87.0,31.0,104.0,57.0,10.0
326.png,61.0,39.0,52.0,8.0,91.0,69.0,3.0
326.png,61.0,40.0,92.0,3.0,132.0,64.0,10.0
327.png,26.0,10.0,66.0,20.0,76.0,46.0,1.0
327.png,26.0,11.0,73.0,19.0,84.0,45.0,6.0
327.png,26.0,12.0,79.0,18.0,91.0,44.0,6.0
328.png,42.0,11.0,48.0,11.0,59.0,53.0,7.0
328.png,42.0,16.0,58.0,10.0,74.0,52.0,7.0
329.png,14.0,5.0,17.0,4.0,22.0,18.0,1.0
329.png,14.0,6.0,21.0,4.0,27.0,18.0,1.0
329.png,14.0,10.0,27.0,4.0,37.0,18.0,4.0
330.png,48.0,14.0,58.0,9.0,72.0,57.0,1.0
330.png,48.0,19.0,72.0,10.0,91.0,58.0,1.0
331.png,38.0,26.0,37.0,9.0,63.0,47.0,2.0
331.png,38.0,24.0,64.0,9.0,88.0,47.0,3.0
332.png,23.0,8.0,28.0,2.0,36.0,25.0,1.0
333.png,27.0,9.0,36.0,20.0,45.0,47.0,1.0
333.png,27.0,12.0,46.0,18.0,58.0,45.0,4.0
333.png,27.0,13.0,60.0,11.0,73.0,38.0,8.0
334.png,19.0,8.0,38.0,12.0,46.0,31.0,1.0
334.png,19.0,8.0,44.0,12.0,52.0,31.0,6.0
334.png,19.0,8.0,52.0,11.0,60.0,30.0,4.0
334.png,19.0,8.0,59.0,11.0,67.0,30.0,8.0
335.png,39.0,19.0,41.0,11.0,60.0,50.0,1.0
335.png,39.0,21.0,57.0,9.0,78.0,48.0,5.0
336.png,24.0,15.0,36.0,4.0,51.0,28.0,5.0
336.png,24.0,10.0,52.0,4.0,62.0,28.0,4.0
337.png,68.0,30.0,159.0,62.0,189.0,130.0,1.0
337.png,68.0,18.0,192.0,67.0,210.0,135.0,1.0
337.png,68.0,54.0,209.0,67.0,263.0,135.0,10.0
338.png,41.0,25.0,53.0,15.0,78.0,56.0,5.0
338.png,41.0,22.0,76.0,13.0,98.0,54.0,5.0
338.png,41.0,22.0,97.0,10.0,119.0,51.0,3.0
339.png,59.0,34.0,66.0,15.0,100.0,74.0,8.0
339.png,59.0,27.0,105.0,15.0,132.0,74.0,2.0
340.png,30.0,9.0,27.0,5.0,36.0,35.0,4.0
340.png,30.0,14.0,37.0,5.0,51.0,35.0,3.0
341.png,44.0,30.0,100.0,55.0,130.0,99.0,2.0
341.png,44.0,39.0,135.0,35.0,174.0,79.0,8.0
341.png,44.0,39.0,173.0,31.0,212.0,75.0,9.0
342.png,65.0,24.0,47.0,6.0,71.0,71.0,1.0
342.png,65.0,36.0,87.0,6.0,123.0,71.0,8.0
343.png,48.0,27.0,56.0,8.0,83.0,56.0,2.0
344.png,41.0,26.0,41.0,6.0,67.0,47.0,9.0
344.png,41.0,26.0,99.0,5.0,125.0,46.0,9.0
345.png,34.0,13.0,44.0,9.0,57.0,43.0,4.0
346.png,12.0,7.0,19.0,5.0,26.0,17.0,4.0
346.png,12.0,8.0,26.0,5.0,34.0,17.0,8.0
347.png,39.0,22.0,79.0,28.0,101.0,67.0,5.0
347.png,39.0,20.0,100.0,19.0,120.0,58.0,10.0
348.png,39.0,25.0,29.0,1.0,54.0,40.0,8.0
349.png,11.0,5.0,21.0,5.0,26.0,16.0,2.0
350.png,34.0,18.0,28.0,2.0,46.0,36.0,3.0
350.png,34.0,15.0,47.0,1.0,62.0,35.0,2.0
351.png,28.0,16.0,34.0,11.0,50.0,39.0,4.0
352.png,27.0,14.0,50.0,19.0,64.0,46.0,4.0
353.png,23.0,11.0,51.0,34.0,62.0,57.0,2.0
353.png,23.0,9.0,60.0,36.0,69.0,59.0,7.0
353.png,23.0,12.0,66.0,37.0,78.0,60.0,4.0
353.png,23.0,9.0,76.0,36.0,85.0,59.0,4.0
354.png,42.0,10.0,40.0,6.0,50.0,48.0,1.0
354.png,42.0,17.0,51.0,2.0,68.0,44.0,3.0
354.png,42.0,19.0,68.0,4.0,87.0,46.0,8.0
355.png,14.0,8.0,13.0,2.0,21.0,16.0,7.0
355.png,14.0,9.0,22.0,2.0,31.0,16.0,4.0
355.png,14.0,8.0,31.0,1.0,39.0,15.0,10.0
356.png,25.0,19.0,39.0,7.0,58.0,32.0,2.0
357.png,55.0,25.0,49.0,10.0,74.0,65.0,5.0
357.png,55.0,45.0,76.0,11.0,121.0,66.0,3.0
358.png,21.0,8.0,27.0,6.0,35.0,27.0,2.0
358.png,21.0,8.0,36.0,6.0,44.0,27.0,8.0
359.png,19.0,5.0,22.0,3.0,27.0,22.0,1.0
360.png,22.0,9.0,29.0,6.0,38.0,28.0,5.0
360.png,22.0,8.0,38.0,6.0,46.0,28.0,8.0
361.png,29.0,10.0,43.0,13.0,53.0,42.0,1.0
361.png,29.0,16.0,53.0,12.0,69.0,41.0,7.0
362.png,23.0,10.0,33.0,7.0,43.0,30.0,3.0
362.png,23.0,13.0,52.0,10.0,65.0,33.0,4.0
363.png,34.0,20.0,103.0,30.0,123.0,64.0,8.0
363.png,34.0,19.0,121.0,32.0,140.0,66.0,3.0
363.png,34.0,15.0,139.0,34.0,154.0,68.0,10.0
364.png,26.0,17.0,29.0,6.0,46.0,32.0,6.0
365.png,68.0,21.0,67.0,11.0,88.0,79.0,8.0
365.png,68.0,21.0,88.0,11.0,109.0,79.0,3.0
366.png,74.0,38.0,62.0,7.0,100.0,81.0,4.0
367.png,44.0,15.0,43.0,10.0,58.0,54.0,1.0
367.png,44.0,22.0,56.0,9.0,78.0,53.0,5.0
368.png,17.0,11.0,19.0,1.0,30.0,18.0,5.0
368.png,17.0,10.0,30.0,2.0,40.0,19.0,6.0
369.png,45.0,16.0,36.0,3.0,52.0,48.0,1.0
369.png,45.0,23.0,54.0,4.0,77.0,49.0,6.0
370.png,49.0,19.0,37.0,5.0,56.0,54.0,1.0
370.png,49.0,21.0,51.0,6.0,72.0,55.0,1.0
371.png,36.0,12.0,35.0,1.0,47.0,37.0,8.0
372.png,26.0,8.0,19.0,1.0,27.0,27.0,1.0
372.png,26.0,10.0,27.0,1.0,37.0,27.0,5.0
373.png,44.0,25.0,45.0,11.0,70.0,55.0,3.0
373.png,44.0,22.0,72.0,8.0,94.0,52.0,8.0
374.png,17.0,8.0,29.0,7.0,37.0,24.0,9.0
374.png,17.0,8.0,36.0,8.0,44.0,25.0,6.0
375.png,65.0,34.0,113.0,53.0,147.0,118.0,3.0
375.png,65.0,22.0,143.0,39.0,165.0,104.0,1.0
375.png,65.0,36.0,163.0,23.0,199.0,88.0,5.0
376.png,25.0,14.0,73.0,27.0,87.0,52.0,5.0
376.png,25.0,11.0,81.0,24.0,92.0,49.0,1.0
377.png,54.0,38.0,43.0,4.0,81.0,58.0,4.0
378.png,41.0,24.0,39.0,9.0,63.0,50.0,7.0
379.png,92.0,42.0,125.0,27.0,167.0,119.0,3.0
379.png,92.0,43.0,161.0,40.0,204.0,132.0,10.0
380.png,12.0,5.0,8.0,1.0,13.0,13.0,2.0
380.png,12.0,7.0,13.0,1.0,20.0,13.0,9.0
381.png,22.0,8.0,65.0,23.0,73.0,45.0,1.0
381.png,22.0,11.0,72.0,23.0,83.0,45.0,9.0
381.png,22.0,9.0,85.0,24.0,94.0,46.0,1.0
382.png,19.0,7.0,29.0,7.0,36.0,26.0,6.0
382.png,19.0,7.0,35.0,6.0,42.0,25.0,5.0
382.png,19.0,8.0,42.0,7.0,50.0,26.0,8.0
383.png,46.0,21.0,43.0,4.0,64.0,50.0,7.0
383.png,46.0,20.0,63.0,6.0,83.0,52.0,2.0
384.png,23.0,17.0,66.0,29.0,83.0,52.0,3.0
384.png,23.0,19.0,78.0,24.0,97.0,47.0,5.0
384.png,23.0,19.0,88.0,19.0,107.0,42.0,5.0
385.png,42.0,23.0,61.0,14.0,84.0,56.0,2.0
385.png,42.0,21.0,83.0,17.0,104.0,59.0,6.0
385.png,42.0,13.0,104.0,17.0,117.0,59.0,1.0
386.png,55.0,22.0,51.0,5.0,73.0,60.0,4.0
386.png,55.0,20.0,73.0,7.0,93.0,62.0,2.0
387.png,50.0,28.0,86.0,51.0,114.0,101.0,9.0
387.png,50.0,34.0,122.0,36.0,156.0,86.0,9.0
387.png,50.0,33.0,158.0,17.0,191.0,67.0,5.0
388.png,34.0,10.0,46.0,2.0,56.0,36.0,3.0
388.png,34.0,11.0,56.0,3.0,67.0,37.0,2.0
389.png,66.0,43.0,55.0,1.0,98.0,67.0,4.0
390.png,30.0,12.0,30.0,5.0,42.0,35.0,5.0
390.png,30.0,14.0,42.0,4.0,56.0,34.0,10.0
391.png,18.0,8.0,19.0,2.0,27.0,20.0,2.0
391.png,18.0,7.0,27.0,3.0,34.0,21.0,1.0
392.png,44.0,21.0,39.0,7.0,60.0,51.0,5.0
392.png,44.0,21.0,60.0,6.0,81.0,50.0,9.0
393.png,39.0,18.0,69.0,21.0,87.0,60.0,8.0
393.png,39.0,18.0,94.0,18.0,112.0,57.0,10.0
393.png,39.0,18.0,118.0,15.0,136.0,54.0,10.0
394.png,34.0,16.0,55.0,10.0,71.0,44.0,8.0
395.png,66.0,37.0,98.0,28.0,135.0,94.0,1.0
395.png,66.0,47.0,174.0,30.0,221.0,96.0,2.0
395.png,66.0,49.0,252.0,22.0,301.0,88.0,9.0
396.png,20.0,5.0,24.0,5.0,29.0,25.0,1.0
396.png,20.0,8.0,32.0,5.0,40.0,25.0,7.0
396.png,20.0,9.0,42.0,5.0,51.0,25.0,9.0
396.png,20.0,9.0,54.0,4.0,63.0,24.0,8.0
397.png,30.0,11.0,44.0,13.0,55.0,43.0,1.0
397.png,30.0,20.0,55.0,11.0,75.0,41.0,10.0
397.png,30.0,17.0,75.0,8.0,92.0,38.0,4.0
398.png,32.0,23.0,32.0,4.0,55.0,36.0,5.0
398.png,32.0,25.0,57.0,4.0,82.0,36.0,4.0
399.png,84.0,61.0,82.0,24.0,143.0,108.0,6.0
399.png,84.0,52.0,141.0,15.0,193.0,99.0,2.0
400.png,19.0,11.0,14.0,1.0,25.0,20.0,2.0
400.png,19.0,11.0,25.0,1.0,36.0,20.0,3.0
401.png,16.0,10.0,13.0,1.0,23.0,17.0,1.0
401.png,16.0,6.0,21.0,1.0,27.0,17.0,1.0
401.png,16.0,8.0,29.0,1.0,37.0,17.0,6.0
402.png,54.0,30.0,54.0,9.0,84.0,63.0,4.0
403.png,26.0,10.0,20.0,3.0,30.0,29.0,1.0
403.png,26.0,10.0,30.0,3.0,40.0,29.0,6.0
403.png,26.0,11.0,39.0,2.0,50.0,28.0,5.0
404.png,86.0,37.0,144.0,36.0,181.0,122.0,3.0
